title,url,discounted_price,original_price
Women PU Leather Crossbody Bags Small Handbags Chain Shoulder Messenger Bag,https://www.cigabuy.com/women-pu-leather-crossbody-bags-small-handbags-chain-shoulder-messenger-bag-p-19181.html,€3.47,€15.82 
30L Car Organizer Storage Box Folding Storage Container Travel Sundry Trunk Box,https://www.cigabuy.com/30l-car-organizer-storage-box-folding-storage-container-travel-sundry-trunk-box-p-19627.html,€3.78,€52.36 
Joinrun S19 Bluetooth Speaker Column Wireless Portable Sound Box,https://www.cigabuy.com/joinrun-s19-bluetooth-speaker-column-wireless-portable-sound-box-p-19261.html,€13.46,€45.62 
5-in-1 Multi-Functional Mini Handheld Car Air Pump,https://www.cigabuy.com/5-in-1-multi-functional-mini-handheld-car-air-pump-p-14854.html,€3.64,€24.30 
Multifunction Crossbody Bag for Men Anti-theft Shoulder Messenger Chest Bag,https://www.cigabuy.com/multifunction-crossbody-bag-for-men-anti-theft-shoulder-messenger-chest-bag-p-19045.html,€8.63,€40.70 
Strong Light LED Flashlight Multifunctional Outdoor Lighting USB Charging,https://www.cigabuy.com/strong-light-led-flashlight-multifunctional-outdoor-lighting-usb-charging-p-19247.html,€4.09,€13.20 
Baellerry Mens Wallets Long Zipper Leisure Hand Package Soft Texture Purse,https://www.cigabuy.com/baellerry-mens-wallets-long-zipper-leisure-hand-package-soft-texture-purse-p-19601.html,€3.16,€14.02 
Car Windscreen Cover Sunshade Ice and Frost Guard,https://www.cigabuy.com/car-windscreen-cover-sunshade-ice-and-frost-guard-p-14668.html,€1.78,€14.68 
Men's Body Shaper Slimming Shirt Elastic Sculpting Vest Compression Shapewear,https://www.cigabuy.com/mens-body-shaper-slimming-shirt-elastic-sculpting-vest-compression-shapewear-p-13662.html,€1.69,€2.58 
52-In-1 Screwdriver Multi-Function Manual Screwdriver Combination Repair Kit,https://www.cigabuy.com/52-in-1-screwdriver-multi-function-manual-screwdriver-combination-repair-kit-p-19262.html,€3.56,€17.48 
Bone Conduction Bluetooth Earphones 5.0 Wireless Bluetooth Earphone,https://www.cigabuy.com/bone-conduction-bluetooth-earphones-50-wireless-bluetooth-earphone-p-19640.html,€9.91,€17.61 
16.8V Electric Screwdriver Charging electric Drill bit Cordless drill Power Tool,https://www.cigabuy.com/168v-electric-screwdriver-charging-electric-drill-bit-cordless-drill-power-tool-p-19004.html,€13.49,€60.83 
Kingsons Backpack Fit 15inch Laptop USB Multi-layer Space Waterproof Mochila,https://www.cigabuy.com/kingsons-backpack-fit-15inch-laptop-usb-multi-layer-space-waterproof-mochila-p-20158.html,€46.18,€138.55 
T9 47-Key Gaming Keyboard Professional One-Single Hand USB Wired Keyboards,https://www.cigabuy.com/t9-47-key-gaming-keyboard-professional-one-single-hand-usb-wired-keyboards-p-18928.html,€5.93,€20.41 
KINSACH L2 Strong Light Torches Brightness 2000 Lumens Charging Flashlight,https://www.cigabuy.com/kinsach-l2-strong-light-torches-brightness-2000-lumens-charging-flashlight-p-18831.html,€6.52,€13.03 
Xiaomi MiJia PULIN Sonic Vibration Electric Shoes Brush IPX7 Waterproof,https://www.cigabuy.com/xiaomi-mijia-pulin-sonic-vibration-electric-shoes-brush-ipx7-waterproof-p-19600.html,€14.64,€36.86 
Automatic Stirring Mug Mixing Porcelain Mug Thermal Insulated Smart Cup,https://www.cigabuy.com/automatic-stirring-mug-mixing-porcelain-mug-thermal-insulated-smart-cup-p-19610.html,€16.22,€49.28 
Men Shaper Corset for Weight Loss with Zipper Waist Vest Workout Shirt,https://www.cigabuy.com/men-shaper-corset-for-weight-loss-with-zipper-waist-vest-workout-shirt-p-19043.html,€2.78,€14.56 
Mini Auto Range Digital Multimeter Tester AC DC Ammeter Voltmeter Voltage Meter,https://www.cigabuy.com/mini-auto-range-digital-multimeter-tester-ac-dc-ammeter-voltmeter-voltage-meter-p-19254.html,€8.11,€24.62 
Hot Full Screen 0-150mm Vernier Caliper Gauge Micrometer Ruler Accurate Tools,https://www.cigabuy.com/hot-full-screen-0-150mm-vernier-caliper-gauge-micrometer-ruler-accurate-tools-p-19016.html,€6.23,€15.93 
Giant Headset Speaker Bluetooth Earphone Mode Wireless Portable Speaker,https://www.cigabuy.com/giant-headset-speaker-bluetooth-earphone-mode-wireless-portable-speaker-p-18936.html,€4.30,€16.55 
48-LED Outdoor Motion Sensor Solar Lights,https://www.cigabuy.com/48-led-outdoor-motion-sensor-solar-lights-p-17572.html,,
20pcs Strong BBQ Kit BBQ Tools Camp Shovel Cooking Roast Fork Stainless Steel,https://www.cigabuy.com/20pcs-strong-bbq-kit-bbq-tools-camp-shovel-cooking-roast-fork-stainless-steel-p-20154.html,€7.28,€63.34 
Bicycle Front Tube Pack Waterproof Electric Eva Hard Shell Balance Car Front Bag,https://www.cigabuy.com/bicycle-front-tube-pack-waterproof-electric-eva-hard-shell-balance-car-front-bag-p-19599.html,€7.46,€17.61 
1-2 Person Outdoor Camping Hiking Picnic Pot Set Portable Tableware Mess Cooking,https://www.cigabuy.com/1-2-person-outdoor-camping-hiking-picnic-pot-set-portable-tableware-mess-cooking-p-19535.html,€6.32,€37.78 
HOCO B12 Wholesale Multi-function Type-C to 4 in 1 USB 3.0 OTG Adapter,https://www.cigabuy.com/hoco-b12-wholesale-multi-function-type-to-4-in-1-usb-30-otg-adapter-p-19636.html,€12.71,€17.74 
Baellerry Mini Pop Up Rfid Wallet Men Slim PU Leather Business Credit Card,https://www.cigabuy.com/baellerry-mini-pop-up-rfid-wallet-men-slim-pu-leather-business-credit-card-p-19203.html,€2.76,€7.66 
LED Beanie Cap LED Hands Free Flashlight Install Quick Release Headlamp ,https://www.cigabuy.com/led-beanie-cap-led-hands-free-flashlight-install-quick-release-headlamp-p-14662.html,€2.31,€10.90 
Sunglasses Bluetooth 5.0 Earphone Headset X8S Headphones Smart Glasses,https://www.cigabuy.com/sunglasses-bluetooth-50-earphone-headset-x8s-headphones-smart-glasses-p-19313.html,€4.73,€16.01 
Retro Bluetooth speaker Powerful portable speakers Mini Wireless Speaker Stereo,https://www.cigabuy.com/retro-bluetooth-speaker-powerful-portable-speakers-mini-wireless-speaker-stereo-p-19417.html,€5.81,€19.27 
Roaster Sandwich Maker Bread Oven Electric Grill Meat Steak Hamburger Machine,https://www.cigabuy.com/roaster-sandwich-maker-bread-oven-electric-grill-meat-steak-hamburger-machine-p-20152.html,€7.28,€61.52 
5 LEDs USB Rechargeable Bike Cycling Tail Light,https://www.cigabuy.com/5-leds-usb-rechargeable-bike-cycling-tail-light-p-11703.html,€0.96,€6.78 
ThiEYE i60+ 4K WiFi Remote Control Action Camera Biking Diving Sport Camera,https://www.cigabuy.com/thieye-i60-4k-wifi-remote-control-action-camera-biking-diving-sport-camera-p-18919.html,€43.81,€97.98 
Men Handbags Large Capacity Casual Street Trend Single Shoulder Bag,https://www.cigabuy.com/men-handbags-large-capacity-casual-street-trend-single-shoulder-bag-p-19617.html,€10.26,€68.47 
Hanging Neck Mini Fan Cooler Small Fan Handheld USB Rechargeable,https://www.cigabuy.com/hanging-neck-mini-fan-cooler-small-fan-handheld-usb-rechargeable-p-20071.html,€6.58,€18.44 
Faster Lawn Mower Sharpener Lawnmower Blade Sharpener Rotary,https://www.cigabuy.com/faster-lawn-mower-sharpener-lawnmower-blade-sharpener-rotary-p-19014.html,€0.80,€4.02 
3 Port 4K*2K 1080P Switcher HDMI Switch Selector 3x1 Splitter Box Ultra HD,https://www.cigabuy.com/3-port-4k2k-1080p-switcher-hdmi-switch-selector-3x1-splitter-box-ultra-hd-p-19023.html,€2.93,€7.95 
Mouse Colorful Backlit Keyboard Wired USB Ergonomic Keyboards and Mouse,https://www.cigabuy.com/mouse-colorful-backlit-keyboard-wired-usb-ergonomic-keyboards-and-mouse-p-18841.html,€4.16,€8.31 
Woodworking Scribe T-type Ruler Hole Scribing ruler Gauge DIY Measuring Tool,https://www.cigabuy.com/woodworking-scribe-t-type-ruler-hole-scribing-ruler-gauge-diy-measuring-tool-p-20070.html,€11.66,€26.65 
Baellerry Men Wallet Luxury Long Clutch Handy Bag Male PU Leather Purse,https://www.cigabuy.com/baellerry-men-wallet-luxury-long-clutch-handy-bag-male-pu-leather-purse-p-20149.html,€4.57,€18.59 
7pcs Dinnerware Set Travel Camping Cutlery Set Reusable with Straw Spoon Fork,https://www.cigabuy.com/7pcs-dinnerware-set-travel-camping-cutlery-set-reusable-with-straw-spoon-fork-p-20155.html,€3.97,€19.63 
4pcs Motorcycle Knee & Elbow Protective Pads Motocross Skating Knee Protectors,https://www.cigabuy.com/4pcs-motorcycle-knee-elbow-protective-pads-motocross-skating-knee-protectors-p-19040.html,€7.10,€35.44 
SOKI Sport Watches Leather Strap Quartz Casual Business Male Wristwatches,https://www.cigabuy.com/soki-sport-watches-leather-strap-quartz-casual-business-male-wristwatches-p-19242.html,€2.39,€6.53 
2000W Electric Heat Gun Adjust 150 To 550 Degree Industrial Hot Air Gun,https://www.cigabuy.com/2000w-electric-heat-gun-adjust-150-to-550-degree-industrial-hot-air-gun-p-19238.html,€6.77,€43.45 
Bluetooth 5.0 Receiver Transmitter LCD Display 3.5mm AUX Jack,https://www.cigabuy.com/bluetooth-50-receiver-transmitter-lcd-display-35mm-aux-jack-p-18785.html,€3.98,€9.55 
Glass Bottle Cutter Tool Professional For Bottles Cutting Glass Cut Tools ,https://www.cigabuy.com/glass-bottle-cutter-tool-professional-for-bottles-cutting-glass-cut-tools-p-18988.html,€2.06,€7.28 
Foldable Hanging Toiletry Bag,https://www.cigabuy.com/foldable-hanging-toiletry-bag-p-15418.html,€1.27,€12.94 
TWS Bluetooth Earphone Mini Wireless Bluetooth Headset Waterproof,https://www.cigabuy.com/tws-bluetooth-earphone-mini-wireless-bluetooth-headset-waterproof-p-19008.html,€8.51,€20.75 
WinAPEX ET8138/8136 Touch Screen Multimeter Digital Automatic NCV Tester,https://www.cigabuy.com/winapex-et81388136-touch-screen-multimeter-digital-automatic-ncv-tester-p-19419.html,€26.03,€59.17 
Men Cycling Underwear Bicycle Mountain Shorts Riding Bike Sport Underwear,https://www.cigabuy.com/men-cycling-underwear-bicycle-mountain-shorts-riding-bike-sport-underwear-p-18937.html,€2.15,€11.21 
TWS F9 Bluetooth Earphone Touch Wireless Headphones 8D Stereo Sports Earbuds,https://www.cigabuy.com/tws-f9-bluetooth-earphone-touch-wireless-headphones-8d-stereo-sports-earbuds-p-19025.html,€7.82,€19.98 
BARNOROO Men Shoulder Bag Set Messenger Bags Casual,https://www.cigabuy.com/barnoroo-men-shoulder-bag-set-messenger-bags-casual-p-19525.html,€8.33,€39.23 
Camera Finder Vibration Alarm Mini Compass Shock Sensor Anti - Spy Detector,https://www.cigabuy.com/camera-finder-vibration-alarm-mini-compass-shock-sensor-anti-spy-detector-p-19641.html,€17.80,€39.09 
L18 Smart Wristband Heart Rate Monitor Blood Pressure Oxygen Smart Bracelet,https://www.cigabuy.com/l18-smart-wristband-heart-rate-monitor-blood-pressure-oxygen-smart-bracelet-p-19807.html,,
USB Anti-theft Gym Backpack Bags Fitness Gymtas Bag for Men Training Sports,https://www.cigabuy.com/usb-anti-theft-gym-backpack-bags-fitness-gymtas-bag-for-men-training-sports-p-19192.html,€7.31,€35.44 
60pc Mini Electric Grinder / DC12V Mini Electric Grinder / Micro Small Electric,https://www.cigabuy.com/60pc-mini-electric-grinder-dc12v-mini-electric-grinder-micro-small-electric-p-18661.html,,
Car Radio Stereo Player Bluetooth Phone AUX-IN MP3 Car Audio Auto,https://www.cigabuy.com/car-radio-stereo-player-bluetooth-phone-aux-in-mp3-car-audio-auto-p-19284.html,,
Original Xiaomi Piston Fresh Edition Earphone Headphone with Mic,https://www.cigabuy.com/original-xiaomi-piston-fresh-edition-earphone-headphone-with-mic-p-19826.html,,
Mechanical Wired Mouse Adjustable Macro Definition Gaming Mouse Gamer,https://www.cigabuy.com/mechanical-wired-mouse-adjustable-macro-definition-gaming-mouse-gamer-p-19225.html,€10.43,€26.40 
K680 Rechargeable Wireless Gaming Keyboard and Mouse Set With LED Kit Combos,https://www.cigabuy.com/k680-rechargeable-wireless-gaming-keyboard-and-mouse-set-with-led-kit-combos-p-18926.html,€19.88,€56.39 
12V 2A Regulation Power Adapter EU Plug Supply Switching Power Monitoring,https://www.cigabuy.com/12v-2a-regulation-power-adapter-eu-plug-supply-switching-power-monitoring-p-14872.html,€0.95,€6.93 
NAVIFORCE 9171 Men Digital Watch LED Sport Military Quartz Wristwatch,https://www.cigabuy.com/naviforce-9171-men-digital-watch-led-sport-military-quartz-wristwatch-p-19217.html,€14.98,€44.54 
10 pcs Snore Stopper Silicone Nose Clip Sleeping Device Nasal Dilators,https://www.cigabuy.com/10-pcs-snore-stopper-silicone-nose-clip-sleeping-device-nasal-dilators-p-18895.html,,
Mini Foldable Handle Hair Dryer Portable Folding Blow Dryer Low Noise,https://www.cigabuy.com/mini-foldable-handle-hair-dryer-portable-folding-blow-dryer-low-noise-p-15431.html,€2.07,€16.69 
Men Genuine Leather Strap Male Belts for New Classic Vintage Pin Buckle Strap,https://www.cigabuy.com/men-genuine-leather-strap-male-belts-for-new-classic-vintage-pin-buckle-strap-p-19224.html,€3.74,€13.34 
Semiconductor Radiator Cooling Fan Bracket DL02 Refrigeration Radiator,https://www.cigabuy.com/semiconductor-radiator-cooling-fan-bracket-dl02-refrigeration-radiator-p-19478.html,€9.73,€17.61 
2020 Water Bags For Outdoor Solar Hiking Camping Shower Bag 20L,https://www.cigabuy.com/2020-water-bags-for-outdoor-solar-hiking-camping-shower-bag-20l-p-19488.html,,
TWS Bluetooth Earphone with Fingerprint Touch Led Display Headset Earbuds,https://www.cigabuy.com/tws-bluetooth-earphone-with-fingerprint-touch-led-display-headset-earbuds-p-19602.html,€9.73,€17.74 
Xiaomi Deerma Handheld Garment Steamer 220V Foldable Electric Steam Iron,https://www.cigabuy.com/xiaomi-deerma-handheld-garment-steamer-220v-foldable-electric-steam-iron-p-20157.html,€23.93,€78.55 
Throttle Mounted Motorcycle Cruise Assist Hand Rest Control Grips Handlebar,https://www.cigabuy.com/throttle-mounted-motorcycle-cruise-assist-hand-rest-control-grips-handlebar-p-17162.html,,
2.4GHz Wireless Optical Mouse Mice w/ Receiver for MacBook/ Laptop,https://www.cigabuy.com/24ghz-wireless-optical-mouse-mice-w-receiver-for-macbook-laptop-p-19766.html,,
RGB T10 5050 6SMD Auto Remote Controlled Colorful Led Lamp Strobe Light,https://www.cigabuy.com/rgb-t10-5050-6smd-auto-remote-controlled-colorful-led-lamp-strobe-light-p-17593.html,,
Original Xiaomi Mijia Electric Screwdriver With 12Pcs S2 Screw Bits 3.6V 2000mah,https://www.cigabuy.com/original-xiaomi-mijia-electric-screwdriver-with-12pcs-s2-screw-bits-36v-2000mah-p-19264.html,€33.80,€62.36 
5L Outdoor Military Tactical Waist Bag Waterproof Nylon Camping Hiking Backpa,https://www.cigabuy.com/5l-outdoor-military-tactical-waist-bag-waterproof-nylon-camping-hiking-backpa-p-13665.html,,
Smart Wristband Screen Tracker Bracelet Pedometer Smart Watch Heart Rate Monitor,https://www.cigabuy.com/smart-wristband-screen-tracker-bracelet-pedometer-smart-watch-heart-rate-monitor-p-19253.html,€15.51,€23.60 
i7 TWS Bluetooth V5.0 Earphones with Charging Case,https://www.cigabuy.com/i7-tws-bluetooth-v50-earphones-with-charging-case-p-19748.html,,
Mini USB Rechargeable LED Flashlight Waterproof Torch with Keychain,https://www.cigabuy.com/mini-usb-rechargeable-led-flashlight-waterproof-torch-with-keychain-p-17526.html,,
JAKEMY 69 IN 1 Precision Magnetic Screwdriver Set Spudger Pry Opening Tools,https://www.cigabuy.com/jakemy-69-in-1-precision-magnetic-screwdriver-set-spudger-pry-opening-tools-p-19243.html,€9.98,€42.05 
Baellerry Men Wallets PU Leather Solid Luxury Slim Short Credit Card Holder,https://www.cigabuy.com/baellerry-men-wallets-pu-leather-solid-luxury-slim-short-credit-card-holder-p-19009.html,€0.98,€5.90 
Women's Screen Gloves Warm Lined Thick Touch Warmer Winter Gloves,https://www.cigabuy.com/womens-screen-gloves-warm-lined-thick-touch-warmer-winter-gloves-p-15270.html,€1.32,€8.88 
6PCS Ear Wax Removal Tool Stainless Steel Earpick Ear Cleaner Spoon Ear Care,https://www.cigabuy.com/6pcs-ear-wax-removal-tool-stainless-steel-earpick-ear-cleaner-spoon-ear-care-p-19223.html,€0.79,€6.66 
64GB USB 2.0 Flash Drive USB Pen Drive U Disk,https://www.cigabuy.com/64gb-usb-20-flash-drive-usb-pen-drive-u-disk-p-19730.html,,
1/2/4 pcs YWXLIGHT 220-240V 24W 1920LM SMD 5730 Octagonal LED Ceiling Lamp,https://www.cigabuy.com/124-pcs-ywxlight-220-240v-24w-1920lm-smd-5730-octagonal-led-ceiling-lamp-p-17583.html,,
Wireless Earphones TWS Wireless Bluetooth 5.0 LED Display Waterproof Headphone,https://www.cigabuy.com/wireless-earphones-tws-wireless-bluetooth-50-led-display-waterproof-headphone-p-19734.html,,
Kingsons Style Men's Business Backpack Derm Backpack Men's Computer Bag,https://www.cigabuy.com/kingsons-style-mens-business-backpack-derm-backpack-mens-computer-bag-p-19415.html,€17.80,€57.16 
W16 TWS In-ear Bluetooth Earphone Digital Display Touch Wireless Earbuds,https://www.cigabuy.com/w16-tws-in-ear-bluetooth-earphone-digital-display-touch-wireless-earbuds-p-19482.html,€9.26,€16.82 
Cartoon Cat Kids Camera 3.5 inch HD 1080P Children Digital Photo Camera Toy,https://www.cigabuy.com/cartoon-cat-kids-camera-35-inch-hd-1080p-children-digital-photo-camera-toy-p-19605.html,€9.03,€17.61 
1/2 pcs Magnetic Therapy Posture Corrector Brace Shoulder Back Support Belt,https://www.cigabuy.com/12-pcs-magnetic-therapy-posture-corrector-brace-shoulder-back-support-belt-p-12305.html,€1.53,€11.03 
LED Flashlight USB Rechargeable Linterna Waterproof Lamp Ultra Bright,https://www.cigabuy.com/led-flashlight-usb-rechargeable-linterna-waterproof-lamp-ultra-bright-p-18715.html,€14.48,€18.10 
Digital Desk Clock with Calendar & Alarm & Day & Temperature,https://www.cigabuy.com/digital-desk-clock-with-calendar-alarm-day-temperature-p-19753.html,€2.41,€8.54 
2.4GHz 1600dpi Wireless Optical Mouse Mice,https://www.cigabuy.com/24ghz-1600dpi-wireless-optical-mouse-mice-p-14955.html,€2.17,€5.42 
5500dpi Optical USB Wired LED Gaming Mouse DPI Adjustable,https://www.cigabuy.com/5500dpi-optical-usb-wired-led-gaming-mouse-dpi-adjustable-p-19759.html,,
Xiaomi DUKA(Atuman) Little Q Ruler Tape HD LCD Screen Long Standby Rechargeable,https://www.cigabuy.com/xiaomi-dukaatuman-little-q-ruler-tape-hd-lcd-screen-long-standby-rechargeable-p-19001.html,€12.95,€22.24 
Baellerry Mens Short Wallet Vintage Style Fold Purses Zipper Coin Purse,https://www.cigabuy.com/baellerry-mens-short-wallet-vintage-style-fold-purses-zipper-coin-purse-p-19209.html,€2.22,€8.65 
Retro Large Backpack Women PU Leather Shoulder School Travel Bags,https://www.cigabuy.com/retro-large-backpack-women-pu-leather-shoulder-school-travel-bags-p-19188.html,€6.32,€45.02 
SPA Function Hair Care Enhance Pressure Water Saving Water Filter Shower Head,https://www.cigabuy.com/spa-function-hair-care-enhance-pressure-water-saving-water-filter-shower-head-p-15320.html,€1.38,€14.18 
Baellerry Men Wallets Short Male Purse With Coin Pocket Card Holder Wallet,https://www.cigabuy.com/baellerry-men-wallets-short-male-purse-with-coin-pocket-card-holder-wallet-p-19236.html,€2.58,€8.30 
28 Pcs Carving Soldering Iron Electric Marking Pen Suit,https://www.cigabuy.com/28-pcs-carving-soldering-iron-electric-marking-pen-suit-p-19197.html,€6.32,€21.26 
Men Shoulder Bag iPad Large PU Leather Crossbody Business Travel Handbag,https://www.cigabuy.com/men-shoulder-bag-ipad-large-pu-leather-crossbody-business-travel-handbag-p-19033.html,€5.57,€30.33 
Universal G30 HIFI Bluetooth Car Audio Power Amplifier FM Radio Player,https://www.cigabuy.com/universal-g30-hifi-bluetooth-car-audio-power-amplifier-fm-radio-player-p-19282.html,,
Regular Coarse Replacement Refill Roller f Amope Pedi Electronic Foot File,https://www.cigabuy.com/regular-coarse-replacement-refill-roller-f-amope-pedi-electronic-foot-file-p-17184.html,,
Xiaomi Mijia LED Night Light Sensor Night Lamp For Home Bedroom US Plug,https://www.cigabuy.com/xiaomi-mijia-led-night-light-sensor-night-lamp-for-home-bedroom-us-plug-p-18915.html,€3.14,€7.20 
2 in 1 Car Ice Water Scraper Snow Removal Hand Automotive Tool Snow Brush,https://www.cigabuy.com/2-in-1-car-ice-water-scraper-snow-removal-hand-automotive-tool-snow-brush-p-17534.html,,
1 Bottle Chlorine Dioxide Effervescent Tablet Disinfection Tablet,https://www.cigabuy.com/1-bottle-chlorine-dioxide-effervescent-tablet-disinfection-tablet-p-17769.html,,
PU Leather RFID Men Wallet with Card Holder Luxury Short Zipper Purse,https://www.cigabuy.com/pu-leather-rfid-men-wallet-with-card-holder-luxury-short-zipper-purse-p-19210.html,€4.81,€10.83 
3.5mm In-Ear Sport Running Portable Piston Earphone Headset with Microphone,https://www.cigabuy.com/35mm-in-ear-sport-running-portable-piston-earphone-headset-with-microphone-p-19774.html,,
WEIXIER Men Shoulder Bag Soft PU Leather Material Fashion Casual Bag,https://www.cigabuy.com/weixier-men-shoulder-bag-soft-pu-leather-material-fashion-casual-bag-p-19191.html,€5.97,€33.42 
Hand Cranking Solar Powered Rechargeable Quick Snap Clip Flashlight,https://www.cigabuy.com/hand-cranking-solar-powered-rechargeable-quick-snap-clip-flashlight-p-18828.html,€4.34,€8.68 
Nylon Men Chest Rucksack Bag Military Casual Male Cross Body Bag,https://www.cigabuy.com/nylon-men-chest-rucksack-bag-military-casual-male-cross-body-bag-p-19486.html,,
Deli Office Pen Container Small Objects Storage Box Multifunctional Organizer,https://www.cigabuy.com/deli-office-pen-container-small-objects-storage-box-multifunctional-organizer-p-20017.html,€5.04,€54.48 
Langsdom In-ear Stereo 3.5mm Noise Isolation Earbuds with Mic,https://www.cigabuy.com/langsdom-in-ear-stereo-35mm-noise-isolation-earbuds-with-mic-p-19741.html,,
HDMI Switcher Five Cut One 4K * 2K Hd Security Video Switcher 5 In 1,https://www.cigabuy.com/hdmi-switcher-five-cut-one-4k-2k-hd-security-video-switcher-5-in-1-p-19260.html,€3.29,€9.76 
Zippered Nylon Mesh Clothes Washing Bag,https://www.cigabuy.com/zippered-nylon-mesh-clothes-washing-bag-p-15594.html,€0.51,€4.22 
Adjustable Warming Shoulder Care Support Brace Breathable Single Side Shoulder,https://www.cigabuy.com/adjustable-warming-shoulder-care-support-brace-breathable-single-side-shoulder-p-12360.html,€1.56,€15.47 
Purse for Men Wallet Short Leather Male Small Wallet Card Holder Soft,https://www.cigabuy.com/purse-for-men-wallet-short-leather-male-small-wallet-card-holder-soft-p-19237.html,€2.04,€7.37 
Waterproof Bluetooth V3.0 Shower Hands-free Mic Suction Speaker,https://www.cigabuy.com/waterproof-bluetooth-v30-shower-hands-free-mic-suction-speaker-p-10830.html,€2.15,€2.29 
X9 Plus Smart Bracelet Metal Band Oximeter Blood Pressure Monitor,https://www.cigabuy.com/x9-plus-smart-bracelet-metal-band-oximeter-blood-pressure-monitor-p-19745.html,,
